,full_name,won
2089,Jennifer Ehle,True
2090,Michael Gambon,True
2091,Timothy Spall,True
2092,Andrew Garfield,False
2093,Armie Hammer,False
2094,Jesse Eisenberg,False
2095,Josh Pence,False
2096,Justin Timberlake,False
2097,Max Minghella,False
2098,Alec Baldwin,False
2099,Grizz Chapman,False
2100,Jack Mcbrayer,False
2101,Jane Krakowski,False
2102,John Lutz,False
2103,Judah Friedlander,False
2104,Katrina Bowden,False
2105,Keith Powell,False
2106,Kevin Brown,False
2107,Maulik Pancholy,False
2108,Scott Adsit,False
2109,Tina Fey,False
2110,Tracy Morgan,False
2111,Amber Riley,False
2112,Chord Overstreet,False
2113,Chris Colfer,False
2114,Cory Monteith,False
2115,Dianna Agron,False
2116,"Harry Shum, Jr.",False
2117,Heather Morris,False
2118,Iqbal Theba,False
2119,Jane Lynch,False
2120,Jayma Mays,False
2121,Jenna Ushkowitz,False
2122,Kevin Mchale,False
2123,Lea Michele,False
2124,Mark Salling,False
2125,Matthew Morrison,False
2126,Max Adler,False
2127,Mike O'Malley,False
2128,Naya Rivera,False
2129,Betty White,False
2130,Jane Leeves,False
2131,Valerie Bertinelli,False
2132,Wendie Malick,False
2133,Ariel Winter,True
2134,Ed O'Neill,True
2135,Eric Stonestreet,True
2136,Jesse Tyler Ferguson,True
2137,Julie Bowen,True
2138,Nolan Gould,True
2139,Rico Rodriguez,True
2140,Sarah Hyland,True
2141,Sofia Vergara,True
2142,Ty Burrell,True
2143,Angela Kinsey,False
2144,B.J. Novak,False
2145,Brian Baumgartner,False
2146,Craig Robinson,False
2147,Creed Bratton,False
2148,Ed Helms,False
2149,Ellie Kemper,False
2150,Jenna Fischer,False
2151,John Krasinski,False
2152,Kate Flannery,False
2153,Leslie David Baker,False
2154,Mindy Kaling,False
2155,Oscar Nuã£ÂEz,False
2156,Paul Lieberstein,False
2157,Phyllis Smith,False
2158,Rainn Wilson,False
2159,Steve Carell,False
2160,Zach Woods,False
2161,Aleksa Palladino,True
2162,Anthony Laciura,True
2163,Dabney Coleman,True
2164,Erik Weiner,True
2165,Gregory Antonacci,True
2166,Gretchen Mol,True
2167,Kelly Macdonald,True
2168,Michael Pitt,True
2169,Michael Shannon,True
2170,Michael Stuhlbarg,True
2171,Paul Sparks,True
2172,Paz De La Huerta,True
2173,Shea Whigham,True
2174,Stephen Graham,True
2175,Steve Buscemi,True
2176,Vincent Piazza,True
2177,April Lee Hernandez-Castillo,False
2178,C.S. Lee,False
2179,David Zayas,False
2180,Desmond Harrington,False
2181,James Remar,False
2182,Jennifer Carpenter,False
2183,Jonny Lee Miller,False
2184,Julia Stiles,False
2185,Lauren Velez,False
2186,Maria Doyle Kennedy,False
2187,Michael C. Hall,False
2188,Peter Weller,False
2189,Aaron Staton,False
2190,Cara Buono,False
2191,Christina Hendricks,False
2192,Christopher Stanley,False
2193,Elisabeth Moss,False
2194,January Jones,False
2195,Jared Harris,False
2196,Jessica Parã£Â,False
2197,John Slattery,False
2198,Jon Hamm,False
2199,Kiernan Shipka,False
2200,Matt Long,False
2201,Rich Sommer,False
2202,Robert Morse,False
2203,Vincent Kartheiser,False
2204,Corey Reynolds,False
2205,G.W. Bailey,False
2206,J.K. Simmons,False
2207,Jon Tenney,False
2208,Kyra Sedgwick,False
2209,Michael Del Arco,False
2210,Michael Paul Chan,False
2211,Phillip P. Keene,False
2212,Raymond Cruz,False
2213,Robert Gossett,False
2214,Tony Denison,False
2215,Alan Cumming,False
2216,Archie Panjabi,False
2217,Christine Baranski,False
2218,Christopher Noth,False
2219,Graham Phillips,False
2220,Josh Charles,False
2221,Julianna Margulies,False
2222,Makenzie Vega,False
2223,Matt Czuchry,False
2224,Tina Fey,False
2225,Jane Lynch,False
2226,Betty White,True
2227,Sofia Vergara,False
2228,Edie Falco,False
2229,Glenn Close,False
2230,Mariska Hargitay,False
2231,Elisabeth Moss,False
2232,Kyra Sedgwick,False
2233,Julianna Margulies,True
2234,Natalie Portman,True
2235,Hilary Swank,False
2236,Nicole Kidman,False
2237,Annette Bening,False
2238,Jennifer Lawrence,False
2239,Mila Kunis,False
2240,Amy Adams,False
2241,Melissa Leo,True
2242,Helena Bonham Carter,False
2243,Hailee Steinfeld,False
2244,Catherine O'Hara,False
2245,Claire Danes,True
2246,Julia Ormond,False
2247,Winona Ryder,False
2248,Susan Sarandon,False
2249,Ernest Borgnine,True
2250,Alec Baldwin,True
2251,Chris Colfer,False
2252,Ed O'Neill,False
2253,Ty Burrell,False
2254,Steve Carell,False
2255,Steve Buscemi,True
2256,Bryan Cranston,False
2257,Michael C. Hall,False
2258,Hugh Laurie,False
2259,Jon Hamm,False
2260,James Franco,False
2261,Robert Duvall,False
2262,Colin Firth,True
2263,Jesse Eisenberg,False
2264,Jeff Bridges,False
2265,Christian Bale,True
2266,Mark Ruffalo,False
2267,Geoffrey Rush,False
2268,Jeremy Renner,False
2269,John Hawkes,False
2270,Edgar Ramirez,False
2271,Patrick Stewart,False
2272,Dennis Quaid,False
2273,Al Pacino,True
2274,John Goodman,False
2275,Alfred Molina,False
2276,Carey Mulligan,False
2277,Dominic Cooper,False
2278,Emma Thompson,False
2279,Olivia Williams,False
2280,Peter Sarsgaard,False
2281,Rosamund Pike,False
2282,Vincent Cassel,False
2283,August Diehl,True
2284,Brad Pitt,True
2285,Christoph Waltz,True
2286,Daniel Brã£ÂHl,True
2287,Denis Menochet,True
2288,Diane Kruger,True
2289,Eli Roth,True
2290,Groth Ido,True
2291,Julie Dreyfus,True
2292,Martin Wuttke,True
2293,Melanie Laurent,True
2294,Michael Fassbender,True
2295,Mike Myers,True
2296,Rod Taylor,True
2297,Sylvester Groth,True
2298,Til Schweiger,True
2299,Daniel Day-Lewis,False
2300,Judi Dench,False
2301,Kate Hudson,False
2302,Marion Cotillard,False
2303,Nicole Kidman,False
2304,Penã£ÂLope Cruz,False
2305,Sophia Loren,False
2306,"Stacy Ann ""Fergie"" Ferguson-Duhamel",False
2307,Gabourey Sidibe,False
2308,Lenny Kravitz,False
2309,Mariah Carey,False
2310,"Monique Angela ""Mo'Nique"" Hicks",False
2311,Paula Patton,False
2312,Sherri Shepherd,False
2313,Anthony Mackie,False
2314,Brian Geraghty,False
2315,Christian Camargo,False
2316,Evangeline Lilly,False
2317,Jeremy Renner,False
2318,Alec Baldwin,False
2319,Grizz Chapman,False
2320,Jack Mcbrayer,False
2321,Jane Krakowski,False
2322,John Lutz,False
2323,Judah Friedlander,False
2324,Katrina Bowden,False
2325,Keith Powell,False
2326,Kevin Brown,False
2327,Scott Adsit,False
2328,Tina Fey,False
2329,Tracy Morgan,False
2330,Cheryl Hines,False
2331,Jeff Garlin,False
2332,Larry David,False
2333,Susie Essman,False
2334,Amber Riley,True
2335,Chris Colfer,True
2336,Cory Monteith,True
2337,Dianna Agron,True
2338,Dijon Talton,True
2339,"Harry Shum, Jr.",True
2340,Heather Morris,True
2341,Iqbal Theba,True
2342,Jane Lynch,True
2343,Jayma Mays,True
2344,Jenna Ushkowitz,True
2345,Jessalyn Gilsig,True
2346,Josh Sussman,True
2347,Kevin Mchale,True
2348,Lea Michele,True
2349,Mark Salling,True
2350,Matthew Morrison,True
2351,Naya Rivera,True
2352,Patrick Gallagher,True
2353,Ariel Winter,False
2354,Ed O'Neill,False
2355,Eric Stonestreet,False
2356,Jesse Tyler Ferguson,False
2357,Julie Bowen,False
2358,Nolan Gould,False
2359,Rico Rodriguez,False
2360,Sarah Hyland,False
2361,Sofia Vergara,False
2362,Ty Burrell,False
2363,Angela Kinsey,False
2364,B.J. Novak,False
2365,Brian Baumgartner,False
2366,Craig Robinson,False
2367,Creed Bratton,False
2368,Ed Helms,False
2369,Ellie Kemper,False
2370,Jenna Fischer,False
2371,John Krasinski,False
2372,Kate Flannery,False
2373,Leslie David Baker,False
2374,Mindy Kaling,False
2375,Oscar Nuã£ÂEz,False
2376,Paul Lieberstein,False
2377,Phyllis Smith,False
2378,Rainn Wilson,False
2379,Steve Carell,False
2380,Brando Eaton,False
2381,C.S. Lee,False
2382,Christina Robinson,False
2383,Courtney Ford,False
2384,David Zayas,False
2385,Desmond Harrington,False
2386,James Remar,False
2387,Jennifer Carpenter,False
2388,John Lithgow,False
2389,Julie Benz,False
2390,Lauren Vã£ÂLez,False
2391,Michael C. Hall,False
2392,Preston Bailey,False
2393,Rick Peters,False
2394,Aaron Staton,True
2395,Alexa Alemanni,True
2396,Bryan Batt,True
2397,Christina Hendricks,True
2398,Christopher Stanley,True
2399,Elisabeth Moss,True
2400,January Jones,True
2401,Jared Harris,True
2402,Jared S. Gilmore,True
2403,John Slattery,True
2404,Jon Hamm,True
2405,Kiernan Shipka,True
2406,Michael Gladis,True
2407,Rich Sommer,True
2408,Robert Morse,True
2409,Vincent Kartheiser,True
2410,Corey Reynolds,False
2411,G.W. Bailey,False
2412,J.K. Simmons,False
2413,Jon Tenney,False
2414,Kyra Sedgwick,False
2415,Michael Paul Chan,False
2416,Phillip P. Keene,False
2417,Raymond Cruz,False
2418,Robert Gossett,False
2419,Tony Denison,False
2420,Archie Panjabi,False
2421,Christine Baranski,False
2422,Graham Phillips,False
2423,Josh Charles,False
2424,Julianna Margulies,False
2425,Makenzie Vega,False
2426,Matt Czuchry,False
2427,Alexander Skarsgard,False
2428,Anna Camp,False
2429,Anna Paquin,False
2430,Carrie Preston,False
2431,Chris Bauer,False
2432,Deborah Ann Woll,False
2433,Jim Parrack,False
2434,Mariana Klaveno,False
2435,Mehcad Brooks,False
2436,Michael Mcmillian,False
2437,Michelle Forbes,False
2438,Nelsan Ellis,False
2439,Rutina Wesley,False
2440,Ryan Kwanten,False
2441,Sam Trammell,False
2442,Stephen Moyer,False
2443,Todd Lowe,False
2444,William Sanderson,False
2445,Tina Fey,True
2446,Edie Falco,False
2447,Christina Applegate,False
2448,Julia Louis-Dreyfus,False
2449,Toni Collette,False
2450,Glenn Close,False
2451,Mariska Hargitay,False
2452,Patricia Arquette,False
2453,Holly Hunter,False
2454,Kyra Sedgwick,False
2455,Julianna Margulies,True
2456,Carey Mulligan,False
2457,Meryl Streep,False
2458,Gabourey Sidibe,False
2459,Sandra Bullock,True
2460,Helen Mirren,False
2461,Diane Kruger,False
2462,Penã£ÂLope Cruz,False
2463,"Monique Angela ""Mo'Nique"" Hicks",True
2464,Anna Kendrick,False
2465,Vera Farminga,False
2466,Ruby Dee,False
2467,Joan Allen,False
2468,Drew Barrymore,True
2469,Jessica Lange,False
2470,Sigourney Weaver,False
2471,Betty White,True
2472,Alec Baldwin,True
2473,Larry David,False
2474,Tony Shalhoub,False
2475,Steve Carell,False
2476,Charlie Sheen,False
2477,Bryan Cranston,False
2478,Michael C. Hall,True
2479,Hugh Laurie,False
2480,Jon Hamm,False
2481,Simon Baker,False
2482,Colin Firth,False
2483,Jeff Bridges,True
2484,Morgan Freeman,False
2485,Jeremy Renner,False
2486,George Clooney,False
2487,Christoph Waltz,True
2488,Matt Damon,False
2489,Christopher Plummer,False
2490,Stanley Tucci,False
2491,Woody Harrelson,False
2492,Tom Wilkinson,False
2493,Jeremy Irons,False
2494,"Cuba Gooding, Jr.",False
2495,Kevin Kline,False
2496,Kevin Bacon,True
2497,Amy Adams,False
2498,Meryl Streep,False
2499,Philip Seymour Hoffman,False
2500,Viola Davis,False
2501,Frank Langella,False
2502,Kevin Bacon,False
2503,Matthew Macfadyen,False
2504,Michael Sheen,False
2505,Oliver Platt,False
2506,Rebecca Hall,False
2507,Sam Rockwell,False
2508,Toby Jones,False
2509,Alison Pill,False
2510,Denis O'Hare,False
2511,Diego Luna,False
2512,Emile Hirsch,False
2513,James Franco,False
2514,Joseph Cross,False
2515,Josh Brolin,False
2516,Sean Penn,False
2517,Victor Garber,False
2518,Anil Kapoor,True
2519,Ashutosh Lobo Gajiwala,True
2520,Ayush Mahesh Khedekar,True
2521,Azharuddin Mohammed Ismail,True
2522,Dev Patel,True
2523,Freida Pinto,True
2524,Irrfan Khan,True
2525,Madhur Mittal,True
2526,Rubina Ali,True
2527,Tanay Hemant Chheda,True
2528,Tanvi Ganesh Lonkar,True
2529,Brad Pitt,False
2530,Cate Blanchett,False
2531,Elias Koteas,False
2532,Jared Harris,False
2533,Jason Flemyng,False
2534,Julia Ormond,False
2535,Mahershalalhashbaz Ali,False
2536,Phyllis Somerville,False
2537,Taraji P. Henson,False
2538,Tilda Swinton,False
2539,Alec Baldwin,True
2540,Grizz Chapman,True
2541,Jack Mcbrayer,True
2542,Jane Krakowski,True
2543,John Lutz,True
2544,Judah Friedlander,True
2545,Katrina Bowden,True
2546,Keith Powell,True
2547,Kevin Brown,True
2548,Maulik Pancholy,True
2549,Scott Adsit,True
2550,Tina Fey,True
2551,Tracy Morgan,True
2552,Andrea Bowen,False
2553,Brenda Strong,False
2554,Brent Kinsman,False
2555,Charlie Carver,False
2556,Dana Delany,False
2557,Doug Savant,False
2558,Eva Longoria,False
2559,Felicity Huffman,False
2560,James Denton,False
2561,Joshua Logan Moore,False
2562,Joy Lauren,False
2563,Kendall Applegate,False
2564,Kyle Maclachlan,False
2565,Lyndsy Fonseca,False
2566,Marcia Cross,False
2567,Max Carver,False
2568,Neal Mcdonough,False
2569,Nicollette Sheridan,False
2570,Rachel G. Fox,False
2571,Ricardo Antonio Chavira,False
2572,Shane Kinsman,False
2573,Shawn Pyfrom,False
2574,Teri Hatcher,False
2575,Zane Huett,False
2576,Adrian Grenier,False
2577,Jeremy Piven,False
2578,Jerry Ferrara,False
2579,Kevin Connolly,False
2580,Kevin Dillon,False
2581,Perrey Reeves,False
2582,Rex Lee,False
2583,Angela Kinsey,False
2584,B.J. Novak,False
2585,Brian Baumgartner,False
2586,Craig Robinson,False
2587,Creed Bratton,False
2588,Ed Helms,False
2589,Jenna Fischer,False
2590,John Krasinski,False
2591,Kate Flannery,False
2592,Leslie David Baker,False
2593,Melora Hardin,False
2594,Mindy Kaling,False
2595,Oscar Nuã£ÂEz,False
2596,Paul Lieberstein,False
2597,Phyllis Smith,False
2598,Rainn Wilson,False
2599,Steve Carell,False
2600,Alexander Gould,False
2601,Allie Grant,False
2602,Andy Milder,False
2603,Demiã£ÂN Bichir,False
2604,Elizabeth Perkins,False
2605,Enrique Castillo,False
2606,Guillermo Diaz,False
2607,Hemky Madera,False
2608,Hunter Parrish,False
2609,Jack Stehlin,False
2610,Julie Bowen,False
2611,Justin Kirk,False
2612,Kevin Nealon,False
2613,Mary-Louise Parker,False
2614,Candice Bergen,False
2615,Christian Clemenson,False
2616,Gary Anthony Williams,False
2617,James Spader,False
2618,John Larroquette,False
2619,Saffron Burrows,False
2620,Tara Summers,False
2621,Taraji P. Henson,False
2622,William Shatner,False
2623,C.S. Lee,False
2624,Christina Robinson,False
2625,David Ramsey,False
2626,David Zayas,False
2627,Desmond Harrington,False
2628,James Remar,False
2629,Jason Manuel Olazabal,False
2630,Jennifer Carpenter,False
2631,Jimmy Smits,False
2632,Julie Benz,False
2633,Kristin Dattilo,False
2634,Lauren Velez,False
2635,Michael C. Hall,False
2636,Preston Bailey,False
2637,Valerie Cruz,False
2638,Hugh Laurie,False
2639,Jennifer Morrison,False
2640,Jesse Spencer,False
2641,Kal Penn,False
2642,Lisa Edelstein,False
2643,Olivia Wilde,False
2644,Omar Epps,False
2645,Peter Jacobson,False
2646,Robert Sean Leonard,False
2647,Aaron Hart,True
2648,Aaron Staton,True
2649,Alison Brie,True
2650,Bryan Batt,True
2651,Christina Hendricks,True
2652,Elisabeth Moss,True
2653,January Jones,True
2654,John Slattery,True
2655,Jon Hamm,True
2656,Kiernan Shipka,True
2657,Mark Moses,True
2658,Michael Gladis,True
2659,Rich Sommer,True
2660,Robert Morse,True
2661,Vincent Kartheiser,True
2662,Corey Reynolds,False
2663,G.W. Bailey,False
2664,Gina Ravera,False
2665,J.K. Simmons,False
2666,Jon Tenney,False
2667,Kyra Sedgwick,False
2668,Michael Paul Chan,False
2669,Phillip P. Keene,False
2670,Raymond Cruz,False
2671,Robert Gossett,False
2672,Tony Denison,False
2673,Tina Fey,True
2674,Christina Applegate,False
2675,Tracey Ullman,False
2676,America Ferrera,False
2677,Mary-Louise Parker,False
2678,Sally Field,True
2679,Mariska Hargitay,False
2680,Elisabeth Moss,False
2681,Holly Hunter,False
2682,Kyra Sedgwick,False
2683,Angelina Jolie,False
2684,Meryl Streep,True
2685,Melissa Leo,False
2686,Anne Hathaway,False
2687,Kate Winslet,False
2688,Amy Adams,False
2689,Viola Davis,False
2690,Taraji P. Henson,False
2691,Kate Winslet,True
2692,Penã£ÂLope Cruz,False
2693,Phylicia Rashad,False
2694,Susan Sarandon,False
2695,Shirley Maclaine,False
2696,Laura Linney,True
2697,Laura Dern,False
2698,James Earl Jones,True
2699,Alec Baldwin,True
2700,David Duchovny,False
2701,Jeremy Piven,False
2702,Tony Shalhoub,False
2703,Steve Carell,False
2704,James Spader,False
2705,William Shatner,False
2706,Michael C. Hall,False
2707,Hugh Laurie,True
2708,Jon Hamm,False
2709,Frank Langella,False
2710,Sean Penn,True
2711,Brad Pitt,False
2712,Richard Jenkins,False
2713,Mickey Rourke,False
2714,Philip Seymour Hoffman,False
2715,Josh Brolin,False
2716,Dev Patel,False
2717,Heath Ledger,True
2718,"Robert Downey, Jr.",False
2719,Kiefer Sutherland,False
2720,Ralph Fiennes,False
2721,Paul Giamatti,True
2722,Tom Wilkinson,False
2723,Kevin Spacey,False
2724,Alan Tudyk,False
2725,Ben Foster,False
2726,Christian Bale,False
2727,Dallas Roberts,False
2728,Gretchen Mol,False
2729,Logan Lerman,False
2730,Peter Fonda,False
2731,Russell Crowe,False
2732,Vinessa Shaw,False
2733,Armand Assante,False
2734,Carla Gugino,False
2735,Chiwetel Ejiofor,False
2736,"Cuba Gooding, Jr.",False
2737,Denzel Washington,False
2738,Idris Elba,False
2739,Joe Morton,False
2740,John Hawkes,False
2741,John Ortiz,False
2742,Josh Brolin,False
2743,Lymari Nadal,False
2744,"Robert Fitzgerald ""Rza"" Diggs",False
2745,Ruby Dee,False
2746,Russell Crowe,False
2747,Ted Levine,False
2748,Yul Vazquez,False
2749,Allison Janney,False
2750,Amanda Bynes,False
2751,Brittany Snow,False
2752,Christopher Walken,False
2753,Elijah Kelley,False
2754,James Marsden,False
2755,Jerry Stiller,False
2756,John Travolta,False
2757,Michelle Pfeiffer,False
2758,Nikki Blonsky,False
2759,Paul Dooley,False
2760,Queen Latifah,False
2761,Zac Efron,False
2762,Brian Dierker,False
2763,Catherine Keener,False
2764,Emile Hirsch,False
2765,Hal Holbrook,False
2766,Jena Malone,False
2767,Kristen Stewart,False
2768,Marcia Gay Harden,False
2769,Vince Vaughn,False
2770,William Hurt,False
2771,Garret Dillahunt,True
2772,Javier Bardem,True
2773,Josh Brolin,True
2774,Kelly Macdonald,True
2775,Tess Harper,True
2776,Tommy Lee Jones,True
2777,Woody Harrelson,True
2778,Alec Baldwin,False
2779,Grizz Chapman,False
2780,Jack Mcbrayer,False
2781,Jane Krakowski,False
2782,Judah Friedlander,False
2783,Katrina Bowden,False
2784,Keith Powell,False
2785,Kevin Brown,False
2786,Lonny Ross,False
2787,Maulik Pancholy,False
2788,Scott Adsit,False
2789,Tina Fey,False
2790,Tracy Morgan,False
2791,Andrea Bowen,False
2792,Brenda Strong,False
2793,Brent Kinsman,False
2794,Dana Delany,False
2795,Doug Savant,False
2796,Dougray Scott,False
2797,Eva Longoria,False
2798,Felicity Huffman,False
2799,James Denton,False
2800,John Slattery,False
2801,Joy Lauren,False
2802,Kathryn Joosten,False
2803,Kyle Maclachlan,False
2804,Lyndsy Fonseca,False
2805,Marcia Cross,False
2806,Nathan Fillion,False
2807,Nicollette Sheridan,False
2808,Rachel Fox,False
2809,Ricardo Antonio Chavira,False
2810,Shane Kinsman,False
2811,Shawn Pyfrom,False
2812,Teri Hatcher,False
2813,Zane Huett,False
2814,Adrian Grenier,False
2815,Jeremy Piven,False
2816,Jerry Ferrara,False
2817,Kevin Connolly,False
2818,Kevin Dillon,False
2819,Perrey Reeves,False
2820,Rex Lee,False
2821,Rhys Coiro,False
2822,Angela Kinsey,True
2823,B.J. Novak,True
2824,Brian Baumgartner,True
2825,Creed Bratton,True
2826,Ed Helms,True
2827,Jenna Fischer,True
2828,John Krasinski,True
2829,Kate Flannery,True
2830,Leslie David Baker,True
2831,Melora Hardin,True
2832,Mindy Kaling,True
2833,Oscar Nuã£ÂEz,True
2834,Paul Lieberstein,True
2835,Phyllis Smith,True
2836,Rainn Wilson,True
2837,Steve Carell,True
2838,Alan Dale,False
2839,America Ferrera,False
2840,Ana Ortiz,False
2841,Ashley Jensen,False
2842,Becki Newton,False
2843,Christopher Gorham,False
2844,Eric Mabius,False
2845,Judith Light,False
2846,Mark Indelicato,False
2847,Michael Urie,False
2848,Rebecca Romijn,False
2849,Tony Plana,False
2850,Vanessa Williams,False
2851,Candice Bergen,False
2852,Christian Clemenson,False
2853,Constance Zimmer,False
2854,Gary Anthony Williams,False
2855,James Spader,False
2856,John Larroquette,False
2857,Julie Bowen,False
2858,Mark Valley,False
2859,Rene Auberjonois,False
2860,Saffron Burrows,False
2861,Tara Summers,False
2862,Taraji P. Henson,False
2863,William Shatner,False
2864,Brooke Smith,False
2865,Chandra Wilson,False
2866,Chyler Leigh,False
2867,Elizabeth Reaser,False
2868,Ellen Pompeo,False
2869,Eric Dane,False
2870,Isaiah Washington,False
2871,"James Pickens, Jr.",False
2872,Justin Chambers,False
2873,Kate Walsh,False
2874,Katherine Heigl,False
2875,Patrick Dempsey,False
2876,Sandra Oh,False
2877,Sara Ramirez,False
2878,T.R. Knight,False
2879,Aaron Staton,False
2880,Anne Dudek,False
2881,Bryan Batt,False
2882,Christina Hendricks,False
2883,Elisabeth Moss,False
2884,January Jones,False
2885,John Slattery,False
2886,Jon Hamm,False
2887,Maggie Siff,False
2888,Michael Gladis,False
2889,Rich Sommer,False
2890,Robert Morse,False
2891,Vincent Kartheiser,False
2892,Corey Reynolds,False
2893,G.W. Bailey,False
2894,Gina Ravera,False
2895,J.K. Simmons,False
2896,Jon Tenney,False
2897,Kyra Sedgwick,False
2898,Michael Paul Chan,False
2899,Phillip P. Keene,False
2900,Raymond Cruz,False
2901,Robert Gossett,False
2902,Tony Denison,False
2903,Aida Turturro,True
2904,Arthur Nascarella,True
2905,Dan Grimaldi,True
2906,Edie Falco,True
2907,Frank Vincent,True
2908,Gregory Antonacci,True
2909,James Gandolfini,True
2910,Jamie-Lynn Sigler,True
2911,Lorraine Bracco,True
2912,Matt Servitto,True
2913,Michael Imperioli,True
2914,Robert Iler,True
2915,Steven R. Schirripa,True
2916,Steven Van Zandt,True
2917,Tony Sirico,True
2918,Tina Fey,True
2919,Christina Applegate,False
2920,America Ferrera,False
2921,Vanessa Williams,False
2922,Mary-Louise Parker,False
2923,Sally Field,False
2924,Glenn Close,False
2925,Holly Hunter,False
2926,Kyra Sedgwick,False
2927,Edie Falco,True
2928,Angelina Jolie,False
2929,Julie Christie,True
2930,Cate Blanchett,False
2931,Ellen Page,False
2932,Marion Cotillard,False
2933,Ruby Dee,True
2934,Amy Ryan,False
2935,Cate Blanchett,False
2936,Catherine Keener,False
2937,Tilda Swinton,False
2938,Anna Paquin,False
2939,Queen Latifah,True
2940,Ellen Burstyn,False
2941,Vanessa Redgrave,False
2942,Debra Messing,False
2943,Gena Rowlands,False
2944,Charles Durning,True
2945,Alec Baldwin,True
2946,Jeremy Piven,False
2947,Ricky Gervais,False
2948,Tony Shalhoub,False
2949,Steve Carell,False
2950,James Spader,False
2951,Michael C. Hall,False
2952,Hugh Laurie,False
2953,Jon Hamm,False
2954,James Gandolfini,True
2955,Viggo Mortensen,False
2956,Emile Hirsch,False
2957,Ryan Gosling,False
2958,George Clooney,False
2959,Daniel Day-Lewis,True
2960,Hal Holbrook,False
2961,Tom Wilkinson,False
2962,Javier Bardem,True
2963,Tommy Lee Jones,False
2964,Casey Affleck,False
2965,Kevin Kline,True
2966,Sam Shepard,False
2967,John Turturro,False
2968,Oliver Platt,False
2969,Michael Keaton,False
2970,Adriana Barraza,False
2971,Brad Pitt,False
2972,Cate Blanchett,False
2973,Gael Garcã£ÂA Bernal,False
2974,Kã£ÂJi Yakusho,False
2975,Rinko Kikuchi,False
2976,Anthony Hopkins,False
2977,Ashton Kutcher,False
2978,Brian Geraghty,False
2979,Christian Slater,False
2980,David Krumholtz,False
2981,Demi Moore,False
2982,Elijah Wood,False
2983,Emilio Estevez,False
2984,Freddy Rodriguez,False
2985,Harry Belafonte,False
2986,Heather Graham,False
2987,Helen Hunt,False
2988,Jacob Vargas,False
2989,Joshua Jackson,False
2990,Joy Bryant,False
2991,Laurence Fishburne,False
2992,Lindsay Lohan,False
2993,Martin Sheen,False
2994,Mary Elizabeth Winstead,False
2995,Nick Cannon,False
2996,Sharon Stone,False
2997,Shia Laboeuf,False
2998,Svetlana Metkina,False
2999,William H. Macy,False
3000,Anika Noni Rose,False
3001,Beyoncã£Â Knowles,False
3002,Danny Glover,False
3003,Eddie Murphy,False
3004,Jamie Foxx,False
3005,Jennifer Hudson,False
3006,Keith Robinson,False
3007,Abigail Breslin,True
3008,Alan Arkin,True
3009,Greg Kinnear,True
3010,Paul Dano,True
3011,Steve Carell,True
3012,Toni Collette,True
3013,Alec Baldwin,False
3014,Anthony Anderson,False
3015,Jack Nicholson,False
3016,Leonardo Dicaprio,False
3017,Mark Wahlberg,False
3018,Martin Sheen,False
3019,Matt Damon,False
3020,Ray Winstone,False
3021,Vera Farmiga,False
3022,Alfre Woodard,False
3023,Andrea Bowen,False
3024,Brenda Strong,False
3025,Brent Kinsman,False
3026,Doug Savant,False
3027,Dougray Scott,False
3028,Eva Longoria,False
3029,Felicity Huffman,False
3030,James Denton,False
3031,Josh Henderson,False
3032,Joy Lauren,False
3033,Kathryn Joosten,False
3034,Kiersten Warren,False
3035,Kyle Maclachlan,False
3036,Laurie Metcalf,False
3037,Marcia Cross,False
3038,Mehcad Brooks,False
3039,Nashawn Kearse,False
3040,Nicollette Sheridan,False
3041,Ricardo Antonio Chavira,False
3042,Richard Burgi,False
3043,Shane Kinsman,False
3044,Shawn Pyfrom,False
3045,Teri Hatcher,False
3046,Zane Huett,False
3047,Adrian Grenier,False
3048,Debi Mazar,False
3049,Jeremy Piven,False
3050,Jerry Ferrara,False
3051,Kevin Connolly,False
3052,Kevin Dillon,False
3053,Perrey Reeves,False
3054,Rex Lee,False
3055,Angela Kinsey,True
3056,B.J. Novak,True
3057,Brian Baumgartner,True
3058,Creed Bratton,True
3059,David Denman,True
3060,Jenna Fischer,True
3061,John Krasinski,True
3062,Kate Flannery,True
3063,Leslie David Baker,True
3064,Melora Hardin,True
3065,Mindy Kaling,True
3066,Oscar Nuã£ÂEz,True
3067,Paul Lieberstein,True
3068,Phyllis Smith,True
3069,Rainn Wilson,True
3070,Steve Carell,True
3071,Alan Dale,False
3072,America Ferrera,False
3073,Ana Ortiz,False
3074,Ashley Jensen,False
3075,Becki Newton,False
3076,Eric Mabius,False
3077,Kevin Sussman,False
3078,Mark Indelicato,False
3079,Michael Urie,False
3080,Tony Plana,False
3081,Vanessa Williams,False
3082,Alexander Gould,False
3083,Elizabeth Perkins,False
3084,Hunter Parrish,False
3085,Justin Kirk,False
3086,Kevin Nealon,False
3087,Martin Donovan,False
3088,Mary-Louise Parker,False
3089,Romany Malco,False
3090,Tonye Patano,False
3091,Glenn Morshower,False
3092,Gregory Itzin,False
3093,James Morrison,False
3094,Jayne Atkinson,False
3095,Jean Smart,False
3096,Jude Ciccolella,False
3097,Kiefer Sutherland,False
3098,Kim Raver,False
3099,Louis Lombardi,False
3100,Mary Lynn Rajskub,False
3101,Roger Cross,False
3102,Candice Bergen,False
3103,Craig Bierko,False
3104,James Spader,False
