Title,Genres,Keywords,Year,Main_nominations,Technical_nominations,Artistic_nominations,Main_winner,Technical_winner,Artistic_winner,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
The Thin Man,"['Comedy', 'Crime', 'Mystery']","['husband wife relationship', 'police', 'detective', 'mistress', 'dinner', 'black and white', 'wedding', 'dog', 'police detective', 'screwball comedy', 'private detective', 'missing person', 'pre-code', 'terrier', 'thin man', 'x-ray', 'christmas']",1934,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Of Human Bondage,"['Drama', 'Romance']","['baby', 'waitress', 'self-destruction', 'unrequited love', 'inheritance', 'doctor', 'destruction', 'pre-code', 'tuberculosis', 'medical school', 'unwed mother', 'mistreatment', 'meltdown', 'aspiring artist', 'jilted woman', 'spurned man', 'club foot', 'destitution', 'vitriol', 'savings bonds']",1934,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
One Night of Love,"['Music', 'Romance']","['opera', 'milan', 'musical', 'vienna, austria', 'opera singer', 'the metropolitan opera']",1934,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
The Barretts of Wimpole Street,"['Drama', 'Romance']","['london, england', 'poet', 'biography', 'based on play or musical', 'family relationships', 'church', 'free will', 'overbearing father', 'pre-code', 'self confidence', 'father daughter conflict', 'abusive father', 'overprotective father', 'domineering father', 'literary figure', 'loss of legs', 'father daughter relationship', 'hopelessly in love', 'cruel father']",1934,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Gay Divorcee,"['Comedy', 'Romance']","['dancing', 'london, england', 'entertainer', 'nightclub', 'mistaken identity', 'musical', 'aunt', 'brighton, england, uk', 'misunderstanding', 'singing', 'divorce', 'song and dance']",1934,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Merry Widow,"['Comedy', 'Music', 'Romance']","['widow', 'musical', 'pre-code']",1934,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Cleopatra,"['History', 'Drama', 'Romance']","['epic', 'egypt', 'roman empire', 'cleopatra', 'ancient rome', 'pre-code', 'ancient egypt', 'alexandria egypt', '1st century bc']",1934,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Operator 13,"['Drama', 'Romance', 'War']","['female spy', 'pre-code', 'based on short story', 'american civil war', 'confederate spy', '19th century']",1934,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Eskimo,['Drama'],"['inuit', 'inuit spoken, english dialog cards', 'superor to ""the savage innocents""']",1934,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Lost Patrol,"['Action', 'War']","['sniper', 'middle east', 'ambush', 'world war i', 'british army', 'oasis', 'patrol', 'desert', 'pre-code', 'mesopotamia']",1934,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Flying Down to Rio,"['Comedy', 'Music', 'Romance']","['dancing', 'airplane', 'love triangle', 'rio de janeiro', 'fiancé', 'pilot', 'orchestra', 'musical', 'tap dancing', 'singing', 'black and white', 'beautiful\xa0 woman', 'band singer', 'showgirl', 'pre-code', 'biplane', 'bandleader', 'dance band', 'forced landing', 'romantic triangle']",1934,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
She Loves Me Not,"['Comedy', 'Crime']",['pre-code'],1934,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flirtation Walk,"['Music', 'Romance']","['army', 'hawaii', 'musical', 'west point', 'newspaper article', 'stage play', 'wedding announcement']",1934,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Imitation of Life,"['Drama', 'Romance']","['housekeeper', 'pre-code', 'passing for white']",1934,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Viva Villa!,['Western'],"['biography', 'pre-code', 'pancho villa']",1934,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The White Parade,['Drama'],[],1934,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hide-Out,"['Comedy', 'Crime', 'Drama', 'Romance']","['farm', 'innocence', 'country life', 'racketeers', 'pre-code']",1934,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan Melodrama,"['Crime', 'Drama', 'Romance']","['friendship', 'woman between two men', 'organized crime', 'orphan', 'pre-code', 'best friends on opposite sides']",1934,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Richest Girl in the World,"['Comedy', 'Romance']","['secretary', 'heiress']",1934,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mutiny on the Bounty,"['Adventure', 'Drama', 'History']","['ship', 'mutiny', 'island', 'captain', 'boat', 'sailing', 'based on true story', 'tahiti', '18th century', 'tyrant', 'flogging', 'voyage', 'high seas', 'mutiny on the bounty']",1935,5,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Informer,"['Crime', 'Drama']","['friendship', 'dublin, ireland', 'treason', 'love', 'betrayal', 'ira (irish republican army)', 'reward', '1920s']",1935,3,1,1,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Black Fury,['Drama'],"['gunfight', 'union', 'force', 'coal mining']",1935,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Escape Me Never,['Drama'],['based on play or musical'],1935,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Private Worlds,['Drama'],"['hospital', 'mental illness']",1935,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dangerous,['Drama'],"['jinx', 'divorce']",1935,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Alice Adams,"['Comedy', 'Drama', 'Romance']","['small town', 'dinner']",1935,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Becky Sharp,"['Drama', 'Romance']",['technicolor'],1935,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Dark Angel,"['Romance', 'Drama']","['love triangle', 'world war i', 'writer', 'presumed dead', 'blindness']",1935,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Lives of a Bengal Lancer,"['Adventure', 'Drama', 'War']","['rescue', 'wild boar', 'snake charmer', 'india', 'fortress', 'cavalry', 'lancer', 'bengal', 'british raj']",1935,2,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Top Hat,"['Comedy', 'Music', 'Romance']","['dancing', 'dance', 'london, england', 'venice, italy', 'mistaken identity', 'musical', 'tap dancing', 'stage show', 'based on play or musical', 'fashion designer', 'singing', 'black and white', 'fashion', 'valet', 'rapier', 'song and dance']",1935,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Barbary Coast,"['Romance', 'Western', 'Drama']","['san francisco, california', 'roulette', 'gambling house']",1935,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
The Crusades,"['Adventure', 'Drama', 'History', 'War']","['crusade', 'historical figure', 'richard the lionheart', '12th century']",1935,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Les Miserables,"['Drama', 'History']","['redemption', 'ex-con', 'cosette', 'straight']",1935,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
A Midsummer Night's Dream,"['Fantasy', 'Romance', 'Comedy']","['secret love', 'elves', 'magic', 'arranged marriage', 'donkey', 'fairy', 'athens, greece', 'theatre group', 'romantic rivalry', 'forest', 'based on play or musical', 'wedding', 'star crossed lovers', 'based on myths, legends or folklore', 'magical creature', 'casting spells', 'father daughter conflict', 'love spell', 'marriage rite', 'happy ending', 'forest spirit', 'enchanted forest', 'magical forest', 'william shakespeare', 'into the woods']",1935,0,2,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Gold Diggers of 1935,['Comedy'],"['musical', 'tap dancing', 'stage show', 'romance', 'fantasy sequence', 'gold digger', 'stenographer', 'chaperone', ""millionaire's daughter"", 'stingy', 'mother daughter relationship']",1935,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Go into Your Dance;,"['Music', 'Drama']","['new york city', 'gangster', 'nightclub', 'betrayal']",1935,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Broadway Melody of 1936;,"['Music', 'Romance']","['musical', 'broadway']",1935,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
King of Burlesque,"['Drama', 'Music']","['widow', 'singer', 'burlesque']",1935,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Big Broadcast of 1936;,['Music'],"['radio station', 'radio', 'singing']",1935,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
She,"['Adventure', 'Fantasy']","['lost civilisation', 'scientific expedition', 'treasure hunter', 'eternal life']",1935,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Captain Blood,"['Adventure', 'Action', 'History', 'Romance']","['governor', 'jamaica', 'exile', 'treason', 'sword fight', 'piracy', 'pirate', 'doctor', 'slave', 'physician', 'swashbuckler', 'irishman', 'buccaneer', 'sea battle', 'pirate ship', 'rebel leader', '17th century', 'sold into slavery']",1935,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
David Copperfield,"['Adventure', 'Drama', 'Romance', 'Family']","['london, england', 'based on novel or book', 'stepfather', 'victorian england', 'orphan', 'aunt nephew relationship', '19th century', 'stepfather stepson relationship']",1935,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Peter Ibbetson,"['Drama', 'Fantasy', 'Romance']",['shared dream'],1935,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Roberta,"['Comedy', 'Music', 'Romance']","['dancing', 'paris, france', 'dance performance', 'musical', 'dressmaker', 'singing', 'black and white', 'fashion']",1935,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Bride of Frankenstein,"['Horror', 'Science Fiction']","['hermit', 'monster', 'lightning', 'cemetery', 'mill', 'mad scientist', 'black and white', 'comedic relief', 'frankenstein', 'shrunken human']",1935,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
I Dream Too Much,"['Romance', 'Comedy']","['opera', 'paris, france', 'musical', 'movie star', 'cabaret performer']",1935,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Love Me Forever,"['Drama', 'Music', 'Romance']","['depression', 'opera', 'sacrifice', 'musical', 'singer', 'poverty']",1935,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Naughty Marietta,"['Music', 'Romance', 'Drama']","['princess', 'new orleans, louisiana', 'mercenary', 'musical', 'based on opera', 'indian scout', '19th century']",1935,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"$1,000 a Minute",['Comedy'],"['contest', 'reporter', 'millionaire']",1935,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thanks a Million,"['Comedy', 'Music', 'Romance']","['governor', 'judge', 'speech']",1935,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Broadway Melody of 1936,"['Music', 'Romance']","['musical', 'broadway']",1935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
G-Men,"['Action', 'Crime', 'Drama']","['chicago, illinois', 'new york city', 'washington dc, usa', 'nurse', 'fbi', 'lawyer', 'boxing trainer', 'machine gun', 'g man', 'police training', '1930s', 'racketeering', 'mob']",1935,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Gay Deception,"['Comedy', 'Romance']","['prince', 'disguise', 'bellhop \xa0', 'socialite', 'sweepstakes', 'false arrest', 'fortune', 'imposture']",1935,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Scoundrel,['Drama'],['publisher'],1935,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Deeds Goes to Town,"['Comedy', 'Drama', 'Romance']","['new york city', 'newspaper', 'small town', 'postcard', 'money', 'lawyer', 'reporter', 'black and white', 'vermont', 'heir', 'tuba', 'tuba player', 'damsel in distress']",1936,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Dodsworth,"['Drama', 'Romance']","['husband wife relationship', 'soulmates', 'snob', 'retirement', 'industrialist', 'drifting', 'love affair', 'divorcee', 'older woman younger man relationship', 'selfishness', 'ocean voyage', 'drifting apart', 'starting over', 'fling', 'marital crisis', 'europe vacation', 'wealthy couple', 'middle aged couple', 'kindred spirit', 'chance reunion']",1936,4,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Story of Louis Pasteur,"['Drama', 'History']","['france', 'biography', 'vaccine', 'rabies', 'microbe', 'anthrax', 'scientific experiment']",1936,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
My Man Godfrey,"['Comedy', 'Romance']","['butler', 'europe', 'screwball comedy']",1936,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
San Francisco,"['Drama', 'Music', 'Romance']","['epic', 'san francisco, california', 'earthquake', 'priest', 'belief in god', 'saloon owner', 'opera singer', 'saloon singer', 'crisis of faith', 'disaster movie', 'nob hill', 'loss of faith', 'great fire', '1900s', 'tough man']",1936,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Come and Get It,"['Drama', 'Romance']","['saloon', 'lumberjack']",1936,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Pigskin Parade,"['Comedy', 'Music']","['american football', 'hillbilly', 'yale']",1936,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Romeo and Juliet,"['Drama', 'Romance']","['suicide', 'forbidden love', 'sword fight', 'tragedy', 'nephew', 'verona italy']",1936,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The General Died at Dawn,"['Drama', 'Thriller']","['shanghai, china', 'arms deal', 'warlord', 'chinese civil war', '1930s', 'father daughter relationship']",1936,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Theodora Goes Wild,"['Comedy', 'Romance']","['small town', 'connecticut', 'bestseller', 'screwball comedy']",1936,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Valiant Is the Word for Carrie,['Drama'],['based on novel or book'],1936,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Great Ziegfeld,"['Drama', 'Music', 'Romance']","['biography', 'producer', 'broadway']",1936,3,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
The Gorgeous Hussy,"['Drama', 'History']","['washington dc, usa', 'innkeeper', 'romance', 'andrew jackson']",1936,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
These Three,['Drama'],"['blackmail', 'lie', 'scandal', 'spoiled child', 'teacher', 'school', 'schoolgirl']",1936,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Adverse,"['Drama', 'Romance', 'Adventure', 'History']","['epic', 'italy', 'africa', 'love', 'debt', 'orphan']",1936,1,2,2,1,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Lloyds of London,"['Drama', 'History', 'Romance', 'War']","['male friendship', 'french revolution', 'napoleonic wars', '18th century', 'battle of trafalgar', 'shipping company', '19th century', 'insurance company', 'england history']",1936,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
The Magnificent Brute,"['Romance', 'Drama']","['wrestling', 'romantic rivalry', 'family relationships', 'furnace']",1936,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Winterset,"['Romance', 'Crime', 'Drama']",['falsely accused'],1936,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Gold Diggers of 1937,"['Comedy', 'Romance']",['musical'],1936,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cain and Mabel,"['Comedy', 'Romance']","['boxer', 'musical', 'chorus girl']",1936,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Born to Dance,"['Comedy', 'Music', 'Romance']","['musical', 'sailor', 'tap dance']",1936,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
One in a Million,"['Comedy', 'Music', 'Romance']","['olympic games', 'musical', 'figure skating', 'madison square garden']",1936,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Dancing Pirate,"['Music', 'Adventure', 'Comedy']","['dance', 'ship', 'sword', 'dictator', 'kiss', 'teacher', 'singing', 'soldier', 'love interest', 'swashbuckler', 'tyrant']",1936,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Swing Time,"['Comedy', 'Music', 'Romance']","['new york city', 'dancing', 'musical', 'ballroom dancing', 'singing', 'black and white', 'gambler', 'based on short story', 'dance instructor', 'dance act', 'back stage', 'jilted woman']",1936,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A Tale of Two Cities,"['History', 'Romance', 'Drama']","['london, england', 'paris, france', 'based on novel or book', 'self sacrifice', 'redemption', 'french revolution', 'guillotine', 'love', 'alcoholic', '18th century']",1936,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
The Charge of the Light Brigade,"['Drama', 'Adventure', 'War']","['british army', 'british empire', 'marriage engagement', 'british colonialism', 'epic battle', 'crimean war (1853-56)', 'brothers love same woman', 'the light brigade', 'british lancers', 'society ball', 'brother brother relationship']",1936,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
The Garden of Allah,"['Drama', 'Romance', 'Adventure']","['based on novel or book', 'christianity', 'monk', 'foreign legion', 'romance', 'remake', 'religion', 'desert', 'heiress', 'algeria', 'catholic priest', 'arab', 'technicolor', 'abbess', 'convent']",1936,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Suzy,['Drama'],"['paris, france', 'spy', 'marriage', 'murder', 'showgirl']",1936,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Trail of the Lonesome Pine,"['Adventure', 'Western', 'Drama', 'Romance']","['kentucky', 'romantic rivalry', 'feud', 'railroad construction']",1936,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Pennies from Heaven,"['Comedy', 'Drama', 'Music']","['singer', 'welfare', 'welfare worker']",1936,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"Sing, Baby, Sing",['Music'],"['nightclub', 'nightclub singer']",1936,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Banjo on My Knee,"['Comedy', 'Romance']","['wedding night', 'based on song, poem or rhyme']",1936,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
General Spanky,"['War', 'Comedy', 'Family']",[],1936,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
The Texas Rangers,['Western'],"['texas ranger', 'native american', 'spur', 'stagecoach']",1936,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
That Girl from Paris,"['Music', 'Comedy', 'Romance']","['opera', 'ship', 'roadhouse', 'musical']",1936,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Three Smart Girls,"['Comedy', 'Romance', 'Music']","['switzerland', 'musical', 'gold digger']",1936,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Fury,"['Crime', 'Drama']","['small town', 'kidnapping', 'trial', 'love', 'money', 'revenge', 'film noir', 'murder', 'jail', 'presumed dead', 'lynch mob', 'engaged couple', 'fury', 'innocent man', 'rush to judgment']",1936,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
After the Thin Man,"['Comedy', 'Crime', 'Mystery']","[""new year's eve"", 'husband wife relationship', 'married couple', 'nightclub', 'murder', 'whodunit', 'black and white', 'private detective', 'murder investigation', 'thin man']",1936,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Conquest,"['Drama', 'History', 'Romance']","['napoleon bonaparte', 'historical figure']",1937,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
A Star Is Born,"['Drama', 'Romance']","['husband wife relationship', 'waitress', 'movie business', 'show business', 'alcoholism', 'hollywood', 'alcoholic', 'has been', 'movie star']",1937,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Night Must Fall,"['Mystery', 'Thriller']","['country house', 'missing person', 'wealthy widow', 'dowager']",1937,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
The Life of Emile Zola,"['Drama', 'History']","['biography', 'scandal', 'historical figure', 'black and white', 'writer', 'miscarriage of justice', ""devil's island"", 'dreyfus affair', '19th century']",1937,5,1,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Captains Courageous,"['Adventure', 'Drama', 'Family']","['fishing', 'fisherman', 'spoiled child', 'coming of age', 'fishing boat', 'ice cream parlor', 'schooner', 'accident', 'trawler', 'portuguese fisherman']",1937,2,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Awful Truth,"['Comedy', 'Romance']","['husband wife relationship', 'upper class', 'aunt niece relationship', 'aunt', 'neighbor', 'divorce', 'dog', 'heiress', 'screwball comedy', 'nightclub singer', 'wealthy man', '1930s', 'suspiciousness', 'relationship sabotage', 'pet custody', 'impending divorce']",1937,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Hurricane,"['Action', 'Adventure', 'Drama', 'Romance']","['based on novel or book', 'south seas', 'hurricane', 'honeymoon', 'tahiti', 'prison escape', 'shark', 'tropical island', 'racial prejudice', 'south sea island', 'told in flashback', 'disaster movie', 'colonial era', 'schooner']",1937,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Lost Horizon,"['Adventure', 'Fantasy', 'Drama', 'Romance']","['airplane', 'based on novel or book', 'himalaya mountain range', 'tibet', 'survival', 'airplane crash', 'shangri la']",1937,1,2,2,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Topper,"['Comedy', 'Fantasy', 'Romance']","['banker', 'based on novel or book', 'bank', 'car accident', 'anger', 'ghost', 'accident']",1937,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Camille,"['Drama', 'Romance', 'History']","['paris, france', 'courtesan', 'terminal illness', 'death', 'illness', 'tuberculosis', 'star crossed lovers', 'camelia', 'dying in arms']",1937,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
The Good Earth,"['Drama', 'History', 'Romance']","['husband wife relationship', 'china', 'based on novel or book', 'based on play or musical', 'family relationships', '1910s', 'farmer family', 'rural life']",1937,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Stella Dallas,"['Drama', 'Romance']","['sacrifice', 'boston, massachusetts', 'compassion', 'class distinction']",1937,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
In Old Chicago,"['Action', 'Drama']","['chicago, illinois', 'fire', 'musical', 'conflagration', 'disaster movie', 'great fire', 'brother brother relationship', 'brothers']",1937,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Stage Door,"['Comedy', 'Drama']","['roommate', 'based on play or musical', 'boarding house', 'producer', 'audition', 'stage play']",1937,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dead End,"['Crime', 'Drama']","['gunfight', 'class differences', 'dead end kids', 'deep focus', 'poker game', 'informant', 'juvenile delinquent', 'knifing', 'doorman', 'street urchin', 'reward', 'tenement']",1937,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A Damsel in Distress,"['Comedy', 'Romance', 'Music']","['dancing', 'london, england', 'arranged marriage', 'musical', 'ballroom dancing', 'secretary', 'singing', 'black and white', 'class differences', 'aristocrat']",1937,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Every Day's a Holiday,['Comedy'],"['new york city', 'con artist', 'brooklyn bridge', 'madison square garden', 'con woman', '1900s']",1937,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan Merry-Go-Round,"['Music', 'Comedy']",['gangster'],1937,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Prisoner of Zenda,"['Romance', 'Adventure', 'Drama']","['based on novel or book', 'kingdom', 'kidnapping', 'coronation', 'castle', 'villain', 'orient express', 'heir to the throne', 'mistaken identity', 'treason', 'royalty', 'unrequited love', 'king', 'swashbuckler', 'sword duel', 'identity swap', 'power struggle', 'train travel', 'fictitious country', 'draw bridge', 'monarch', 'evil brother', 'planned coup', '1890s', 'noble sacrifice', 'moat']",1937,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
